sort_order,filename,item_id,title,date,iiif_url,width_px,height_px,bytes,max_print_in_at_300dpi,max_print_in_at_150dpi
085,085_washington.jpg,RUMSEY~8~1~217898~5503975,Washington.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217898~5503975,7995,11513,28197229,26.65 x 38.38,53.30 x 76.75
086,086_alaska.jpg,RUMSEY~8~1~217900~5503976,Alaska.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217900~5503976,7987,11521,27650832,26.62 x 38.40,53.25 x 76.81
087,087_hawaii.jpg,RUMSEY~8~1~217902~5503977,Hawaii.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217902~5503977,7986,11530,24062499,26.62 x 38.43,53.24 x 76.87
088,088_puerto-rico-virgin-islands.jpg,RUMSEY~8~1~217904~5503978,Puerto Rico. Virgin Islands.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217904~5503978,7977,11539,26904142,26.59 x 38.46,53.18 x 76.93
089,089_u-s-a-indian-tribes-types-of-farming-canada.jpg,RUMSEY~8~1~217907~5503979,U.S.A. Indian Tribes. Types of Farming. Canada.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217907~5503979,11470,7976,22181897,38.23 x 26.59,76.47 x 53.17
090,090_canada-alaska-greenland.jpg,RUMSEY~8~1~217913~5503980,Canada. Alaska. Greenland.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217913~5503980,11471,7940,30262682,38.24 x 26.47,76.47 x 52.93
091,091_canada.jpg,RUMSEY~8~1~217915~5503981,Canada.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217915~5503981,11464,7933,24835694,38.21 x 26.44,76.43 x 52.89
092,092_mexico.jpg,RUMSEY~8~1~217919~5503982,Mexico.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217919~5503982,11435,7933,29508441,38.12 x 26.44,76.23 x 52.89
093,093_mexico-central-america.jpg,RUMSEY~8~1~217921~5503983,Mexico. Central America.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217921~5503983,11471,7932,17233462,38.24 x 26.44,76.47 x 52.88
094,094_central-america-and-west-indies.jpg,RUMSEY~8~1~217923~5503984,Central America and West Indies.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217923~5503984,11449,7933,28520441,38.16 x 26.44,76.33 x 52.89
095,095_west-indies-south-america.jpg,RUMSEY~8~1~217925~5503985,West Indies. South America.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217925~5503985,11465,7956,20928593,38.22 x 26.52,76.43 x 53.04
096,096_south-america-venezuela-colombia-ecuador.jpg,RUMSEY~8~1~217927~5503986,South America. Venezuela. Colombia. Ecuador.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217927~5503986,11457,7933,19049262,38.19 x 26.44,76.38 x 52.89
097,097_northern-south-america.jpg,RUMSEY~8~1~217928~5503987,Northern South America.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217928~5503987,11464,7940,33275703,38.21 x 26.47,76.43 x 52.93
098,098_south-america.jpg,RUMSEY~8~1~217930~5503988,South America.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217930~5503988,11450,7932,18969009,38.17 x 26.44,76.33 x 52.88
099,099_southern-south-america.jpg,RUMSEY~8~1~217931~5503989,Southern South America.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217931~5503989,7968,11487,32645432,26.56 x 38.29,53.12 x 76.58
100,100_europe.jpg,RUMSEY~8~1~217937~5503990,Europe.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217937~5503990,11449,7933,25122609,38.16 x 26.44,76.33 x 52.89
101,101_europe-economic-united-kingdom-ireland.jpg,RUMSEY~8~1~217939~5503991,Europe Economic. United Kingdom. Ireland.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217939~5503991,11436,7941,20240013,38.12 x 26.47,76.24 x 52.94
102,102_british-isles.jpg,RUMSEY~8~1~217945~5503992,British Isles.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217945~5503992,7951,11454,30496827,26.50 x 38.18,53.01 x 76.36
103,103_united-kingdom-scandanavia.jpg,RUMSEY~8~1~217950~5503993,United Kingdom. Scandanavia.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217950~5503993,11414,7940,23588320,38.05 x 26.47,76.09 x 52.93
104,104_scandanavia-norway-finland-sweden.jpg,RUMSEY~8~1~217955~5503994,Scandanavia. Norway. Finland. Sweden.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217955~5503994,7951,11461,31206706,26.50 x 38.20,53.01 x 76.41
105,105_belgium-netherlands-luxembourg.jpg,RUMSEY~8~1~217958~5503995,Belgium. Netherlands. Luxembourg.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217958~5503995,11421,7933,29876330,38.07 x 26.44,76.14 x 52.89
106,106_central-europe.jpg,RUMSEY~8~1~217962~5503996,Central Europe.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217962~5503996,11421,7925,36045673,38.07 x 26.42,76.14 x 52.83
107,107_germany-poland-czechoslovakia-austria.jpg,RUMSEY~8~1~217968~5503997,Germany. Poland. Czechoslovakia. Austria.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217968~5503997,11428,7926,27135313,38.09 x 26.42,76.19 x 52.84
108,108_southern-central-europe.jpg,RUMSEY~8~1~217970~5503998,Southern Central Europe.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217970~5503998,11414,7926,34904349,38.05 x 26.42,76.09 x 52.84
109,109_central-alps-and-switzerland.jpg,RUMSEY~8~1~217974~5503999,Central Alps and Switzerland.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217974~5503999,11406,7947,33652655,38.02 x 26.49,76.04 x 52.98
110,110_southeastern-europe.jpg,RUMSEY~8~1~217977~5504000,Southeastern Europe.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217977~5504000,11428,7926,34259499,38.09 x 26.42,76.19 x 52.84
111,111_yugoslavia-hungary-romania-bulgaria-france.jpg,RUMSEY~8~1~217983~5504001,Yugoslavia. Hungary. Romania. Bulgaria. France.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217983~5504001,11421,7933,22484709,38.07 x 26.44,76.14 x 52.89
112,112_france.jpg,RUMSEY~8~1~217987~5504002,France.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217987~5504002,11428,7940,33777373,38.09 x 26.47,76.19 x 52.93
113,113_spain-portugal.jpg,RUMSEY~8~1~217988~5504003,Spain. Portugal.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217988~5504003,11421,7925,34174327,38.07 x 26.42,76.14 x 52.83
114,114_spain-portugal-italy.jpg,RUMSEY~8~1~217992~5504004,Spain. Portugal. Italy.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217992~5504004,11406,7939,23503287,38.02 x 26.46,76.04 x 52.93
115,115_italy.jpg,RUMSEY~8~1~217994~5504005,Italy.,1953,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~217994~5504005,7977,11479,30184233,26.59 x 38.26,53.18 x 76.53
